Name,IMDB Ratings,IMDB Score,Content Rating,Date Released,Genres,Genre 1,Genre 2,Genre 3,Keywords,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Production Companies,Stars,Star 1,Star 1 url,Star 2,Star 2 url,Star 3,Star 3 url,Directors,Director 1,Director 1 url,Director 2,Director 2 url,Director 3,Director 3 url,Writers,Writer 1,Writer 1 url,Writer 2,Writer 2 url,Writer 3,Writer 3 url,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
Traffic,217142,7.6,14A,2001-01-05,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,"['mexico', 'judge', 'cocaine', 'interlinked stories', 'drug smuggling']",mexico,judge,cocaine,interlinked stories,drug smuggling,"['The Bedford Falls Company', 'Initial Entertainment Group (IEG)', 'USA Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000140/', 'name': 'Michael Douglas'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001125/', 'name': 'Benicio Del Toro'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001876/', 'name': 'Catherine Zeta-Jones'}]",Michael Douglas,https://www.imdb.com/name/nm0000140/,Benicio Del Toro,https://www.imdb.com/name/nm0001125/,Catherine Zeta-Jones,https://www.imdb.com/name/nm0001876/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001752/', 'name': 'Steven Soderbergh'}]",Steven Soderbergh,https://www.imdb.com/name/nm0001752/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0014925/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0011877/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0043969/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0601881/', 'name': 'Simon Moore'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0300866/', 'name': 'Stephen Gaghan'}]",Simon Moore,https://www.imdb.com/name/nm0601881/,Stephen Gaghan,https://www.imdb.com/name/nm0300866/,unknown,unknown,147,73,86,48000000.0,USD,124115725.0,184725.0,207515725.0
Chocolat,199176,7.3,PG,2000-12-25,"['Drama', 'Romance']",Drama,Romance,unknown,"['chocolate', 'france', 'village', 'chocolate shop', 'food']",chocolate,france,village,chocolate shop,food,"['Miramax', 'David Brown Productions', 'Fat Free']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000300/', 'name': 'Juliette Binoche'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000136/', 'name': 'Johnny Depp'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001132/', 'name': 'Judi Dench'}]",Juliette Binoche,https://www.imdb.com/name/nm0000300/,Johnny Depp,https://www.imdb.com/name/nm0000136/,Judi Dench,https://www.imdb.com/name/nm0001132/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0002120/', 'name': 'Lasse Hallström'}]",Lasse Hallström,https://www.imdb.com/name/nm0002120/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0022594/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0031919/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0104130/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0364862/', 'name': 'Joanne Harris'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0414608/', 'name': 'Robert Nelson Jacobs'}]",Joanne Harris,https://www.imdb.com/name/nm0364862/,Robert Nelson Jacobs,https://www.imdb.com/name/nm0414608/,unknown,unknown,121,7,35,25000000.0,USD,71509363.0,157624.0,152700626.0
"Dude, Where's My Car?",144384,5.5,PG,2000-12-15,"['Comedy', 'Mystery', 'Sci-Fi']",Comedy,Mystery,Sci-Fi,"['homoeroticism', 'giant woman', 'breasts growing', 'gay kiss', 'glowing eyes']",homoeroticism,giant woman,breasts growing,gay kiss,glowing eyes,"['Twentieth Century Fox', 'Alcon Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005110/', 'name': 'Ashton Kutcher'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005405/', 'name': 'Seann William Scott'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004950/', 'name': 'Jennifer Garner'}]",Ashton Kutcher,https://www.imdb.com/name/nm0005110/,Seann William Scott,https://www.imdb.com/name/nm0005405/,Jennifer Garner,https://www.imdb.com/name/nm0004950/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0500444/', 'name': 'Danny Leiner'}]",Danny Leiner,https://www.imdb.com/name/nm0500444/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0000756/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0054452/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0823255/', 'name': 'Philip Stark'}]",Philip Stark,https://www.imdb.com/name/nm0823255/,unknown,unknown,unknown,unknown,83,1,6,13000000.0,USD,46729800.0,13845914.0,73180723.0
The Family Man,116234,6.8,PG,2000-12-22,"['Comedy', 'Drama', 'Fantasy']",Comedy,Drama,Fantasy,"['christmas', 'career man', 'crisis of conscience', 'alternate life', 'parallel universe']",christmas,career man,crisis of conscience,alternate life,parallel universe,"['Universal Pictures', 'Beacon Communications', 'Riche-Ludwig Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000115/', 'name': 'Nicolas Cage'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000495/', 'name': 'Téa Leoni'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000332/', 'name': 'Don Cheadle'}]",Nicolas Cage,https://www.imdb.com/name/nm0000115/,Téa Leoni,https://www.imdb.com/name/nm0000495/,Don Cheadle,https://www.imdb.com/name/nm0000332/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0711840/', 'name': 'Brett Ratner'}]",Brett Ratner,https://www.imdb.com/name/nm0711840/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0064908/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0009876/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0224606/', 'name': 'David Diamond'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0919289/', 'name': 'David Weissman'}]",David Diamond,https://www.imdb.com/name/nm0224606/,David Weissman,https://www.imdb.com/name/nm0919289/,unknown,unknown,125,4,7,60000000.0,USD,75793305.0,10554960.0,124745083.0
Finding Forrester,88612,7.3,PG,2001-01-12,['Drama'],Drama,unknown,unknown,"['school', 'basketball', 'writing', 'new york', 'mentor']",school,basketball,writing,new york,mentor,"['Columbia Pictures', 'Finding Forrester Productions', 'Fountainbridge Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000125/', 'name': 'Sean Connery'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0114532/', 'name': 'Rob Brown'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000719/', 'name': 'F. Murray Abraham'}]",Sean Connery,https://www.imdb.com/name/nm0000125/,Rob Brown,https://www.imdb.com/name/nm0114532/,F. Murray Abraham,https://www.imdb.com/name/nm0000719/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001814/', 'name': 'Gus Van Sant'}]",Gus Van Sant,https://www.imdb.com/name/nm0001814/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0248885/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0103746/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0723692/', 'name': 'Mike Rich'}]",Mike Rich,https://www.imdb.com/name/nm0723692/,unknown,unknown,unknown,unknown,136,5,13,43000000.0,USD,51804714.0,701207.0,80049764.0
Unbreakable,435127,7.3,PG,2000-11-22,"['Drama', 'Mystery', 'Sci-Fi']",Drama,Mystery,Sci-Fi,"['supernatural power', 'train crash', 'superhero', 'comic book art', 'father son relationship']",supernatural power,train crash,superhero,comic book art,father son relationship,"['Touchstone Pictures', 'Blinding Edge Pictures', 'Barry Mendel Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000246/', 'name': 'Bruce Willis'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000168/', 'name': 'Samuel L. Jackson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000705/', 'name': 'Robin Wright'}]",Bruce Willis,https://www.imdb.com/name/nm0000246/,Samuel L. Jackson,https://www.imdb.com/name/nm0000168/,Robin Wright,https://www.imdb.com/name/nm0000705/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0796117/', 'name': 'M. Night Shyamalan'}]",M. Night Shyamalan,https://www.imdb.com/name/nm0796117/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0049348/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0054054/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0018092/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0796117/', 'name': 'M. Night Shyamalan'}]",M. Night Shyamalan,https://www.imdb.com/name/nm0796117/,unknown,unknown,unknown,unknown,106,2,16,75000000.0,USD,95011339.0,30330771.0,248118121.0
How the Grinch Stole Christmas,276247,6.3,G,2000-11-17,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,"['dog', 'dr. seuss&apos; how the grinch stole christmas', 'christmas', 'dr seuss', 'monster']",dog,dr. seuss&apos; how the grinch stole christmas,christmas,dr seuss,monster,"['Universal Pictures', 'Imagine Entertainment', 'LUNI Productions GmbH and Company KG']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000120/', 'name': 'Jim Carrey'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0597410/', 'name': 'Taylor Momsen'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3679189/', 'name': 'Kelley'}]",Jim Carrey,https://www.imdb.com/name/nm0000120/,Taylor Momsen,https://www.imdb.com/name/nm0597410/,Kelley,https://www.imdb.com/name/nm3679189/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000165/', 'name': 'Ron Howard'}]",Ron Howard,https://www.imdb.com/name/nm0000165/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0003687/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0049831/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0317450/', 'name': 'Dr. Seuss'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0696949/', 'name': 'Jeffrey Price'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0780620/', 'name': 'Peter S. Seaman'}]",Dr. Seuss,https://www.imdb.com/name/nm0317450/,Jeffrey Price,https://www.imdb.com/name/nm0696949/,Peter S. Seaman,https://www.imdb.com/name/nm0780620/,104,18,37,123000000.0,USD,260715005.0,55082330.0,345823032.0
The Emperor's New Groove,220068,7.4,G,2000-12-15,"['Animation', 'Adventure', 'Comedy']",Animation,Adventure,Comedy,"['breaking the fourth wall', 'llama', 'emperor', 'villainess', 'peru']",breaking the fourth wall,llama,emperor,villainess,peru,"['Walt Disney Animation Studios', 'Walt Disney Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005450/', 'name': 'David Spade'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000422/', 'name': 'John Goodman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0457755/', 'name': 'Eartha Kitt'}]",David Spade,https://www.imdb.com/name/nm0005450/,John Goodman,https://www.imdb.com/name/nm0000422/,Eartha Kitt,https://www.imdb.com/name/nm0457755/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0227540/', 'name': 'Mark Dindal'}]",Mark Dindal,https://www.imdb.com/name/nm0227540/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0074039/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0008970/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0930261/', 'name': 'Chris Williams'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0227540/', 'name': 'Mark Dindal'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0721675/', 'name': 'David Reynolds'}]",Chris Williams,https://www.imdb.com/name/nm0930261/,Mark Dindal,https://www.imdb.com/name/nm0227540/,David Reynolds,https://www.imdb.com/name/nm0721675/,78,7,27,100000000.0,USD,89636687.0,9812302.0,169662340.0
Little Nicky,110868,5.3,14A,2000-11-10,"['Comedy', 'Fantasy']",Comedy,Fantasy,unknown,"['hell', 'fish out of water', 'satanist', 'sibling rivalry', 'reference to chicago the band']",hell,fish out of water,satanist,sibling rivalry,reference to chicago the band,"['Avery Pix', 'Happy Madison Productions', 'New Line Cinema']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001191/', 'name': 'Adam Sandler'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000099/', 'name': 'Patricia Arquette'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000172/', 'name': 'Harvey Keitel'}]",Adam Sandler,https://www.imdb.com/name/nm0001191/,Patricia Arquette,https://www.imdb.com/name/nm0000099/,Harvey Keitel,https://www.imdb.com/name/nm0000172/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0109359/', 'name': 'Steven Brill'}]",Steven Brill,https://www.imdb.com/name/nm0109359/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0028247/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0059609/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046718/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0379056/', 'name': 'Tim Herlihy'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001191/', 'name': 'Adam Sandler'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0109359/', 'name': 'Steven Brill'}]",Tim Herlihy,https://www.imdb.com/name/nm0379056/,Adam Sandler,https://www.imdb.com/name/nm0001191/,Steven Brill,https://www.imdb.com/name/nm0109359/,90,1,12,85000000.0,USD,39464775.0,16063904.0,58292295.0
Meet the Parents,349669,7.0,PG,2000-10-06,"['Comedy', 'Romance']",Comedy,Romance,unknown,"['cat', 'wedding', 'lie detector', 'misunderstanding', 'husband wife relationship']",cat,wedding,lie detector,misunderstanding,husband wife relationship,"['Universal Pictures', 'Dreamworks Pictures', 'Nancy Tenenbaum Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001774/', 'name': 'Ben Stiller'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000134/', 'name': 'Robert De Niro'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001632/', 'name': 'Teri Polo'}]",Ben Stiller,https://www.imdb.com/name/nm0001774/,Robert De Niro,https://www.imdb.com/name/nm0000134/,Teri Polo,https://www.imdb.com/name/nm0001632/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005366/', 'name': 'Jay Roach'}]",Jay Roach,https://www.imdb.com/name/nm0005366/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0819670/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0012648/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0322839/', 'name': 'Greg Glienna'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0164898/', 'name': 'Mary Ruth Clarke'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0381272/', 'name': 'Jim Herzfeld'}]",Greg Glienna,https://www.imdb.com/name/nm0322839/,Mary Ruth Clarke,https://www.imdb.com/name/nm0164898/,Jim Herzfeld,https://www.imdb.com/name/nm0381272/,108,7,15,55000000.0,USD,166244045.0,28623300.0,330444045.0
Charlie's Angels,193992,5.6,PG,2000-11-03,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,"['undercover agent', 'spy', 'secret agent', 'based on tv series', 'martial arts']",undercover agent,spy,secret agent,based on tv series,martial arts,"['Columbia Pictures', 'Flower Films (II)', 'Tall Trees Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000139/', 'name': 'Cameron Diaz'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000106/', 'name': 'Drew Barrymore'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005154/', 'name': 'Lucy Liu'}]",Cameron Diaz,https://www.imdb.com/name/nm0000139/,Drew Barrymore,https://www.imdb.com/name/nm0000106/,Lucy Liu,https://www.imdb.com/name/nm0005154/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0629334/', 'name': 'McG'}]",McG,https://www.imdb.com/name/nm0629334/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0148520/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0089889/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0746598/', 'name': 'Ryan Rowe'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004412/', 'name': 'Ed Solomon'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0041864/', 'name': 'John August'}]",Ryan Rowe,https://www.imdb.com/name/nm0746598/,Ed Solomon,https://www.imdb.com/name/nm0004412/,John August,https://www.imdb.com/name/nm0041864/,98,15,33,93000000.0,USD,125305545.0,40128550.0,264105545.0
Battle Royale,191911,7.5,R,2000-12-16,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,"['cult film', 'game of survival', 'game of death', 'social commentary', 'dystopia']",cult film,game of survival,game of death,social commentary,dystopia,"['Toho Company', 'AM Associates', 'Fukasaku-gumi']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0297885/', 'name': 'Tatsuya Fujiwara'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0535329/', 'name': 'Aki Maeda'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0945500/', 'name': 'Tarô Yamamoto'}]",Tatsuya Fujiwara,https://www.imdb.com/name/nm0297885/,Aki Maeda,https://www.imdb.com/name/nm0535329/,Tarô Yamamoto,https://www.imdb.com/name/nm0945500/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0297935/', 'name': 'Kinji Fukasaku'}]",Kinji Fukasaku,https://www.imdb.com/name/nm0297935/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002219/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0354255/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0175018/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0847295/', 'name': 'Koushun Takami'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0297934/', 'name': 'Kenta Fukasaku'}]",Koushun Takami,https://www.imdb.com/name/nm0847295/,Kenta Fukasaku,https://www.imdb.com/name/nm0297934/,unknown,unknown,114,7,8,4500000.0,USD,,,1340715.0
The 6th Day,126675,5.9,14A,2000-11-17,"['Action', 'Mystery', 'Sci-Fi']",Action,Mystery,Sci-Fi,"['cloned dog', 'talking doll', 'cloned cat', 'evil man', 'aircraft']",cloned dog,talking doll,cloned cat,evil man,aircraft,['Phoenix Pictures'],"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000216/', 'name': 'Arnold Schwarzenegger'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001650/', 'name': 'Michael Rapaport'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001282/', 'name': 'Tony Goldwyn'}]",Arnold Schwarzenegger,https://www.imdb.com/name/nm0000216/,Michael Rapaport,https://www.imdb.com/name/nm0001650/,Tony Goldwyn,https://www.imdb.com/name/nm0001282/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0006854/', 'name': 'Roger Spottiswoode'}]",Roger Spottiswoode,https://www.imdb.com/name/nm0006854/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0029574/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0926727/', 'name': 'Cormac Wibberley'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0926729/', 'name': 'Marianne Wibberley'}]",Cormac Wibberley,https://www.imdb.com/name/nm0926727/,Marianne Wibberley,https://www.imdb.com/name/nm0926729/,unknown,unknown,123,0,8,82000000.0,USD,34604280.0,13020883.0,96085477.0
Pay It Forward,122817,7.2,PG,2000-10-20,['Drama'],Drama,unknown,unknown,"['boy', 'single mother', 'schoolteacher', 'kindness', 'teacher student relationship']",boy,single mother,schoolteacher,kindness,teacher student relationship,"['Warner Bros.', 'Bel Air Entertainment', 'Tapestry Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000228/', 'name': 'Kevin Spacey'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005286/', 'name': 'Haley Joel Osment'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000166/', 'name': 'Helen Hunt'}]",Kevin Spacey,https://www.imdb.com/name/nm0000228/,Haley Joel Osment,https://www.imdb.com/name/nm0005286/,Helen Hunt,https://www.imdb.com/name/nm0000166/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001460/', 'name': 'Mimi Leder'}]",Mimi Leder,https://www.imdb.com/name/nm0001460/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0090310/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0018522/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0404954/', 'name': 'Catherine Ryan Hyde'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0228908/', 'name': 'Leslie Dixon'}]",Catherine Ryan Hyde,https://www.imdb.com/name/nm0404954/,Leslie Dixon,https://www.imdb.com/name/nm0228908/,unknown,unknown,123,1,4,40000000.0,USD,33519628.0,9631359.0,55707411.0
Bedazzled,110662,6.1,PG,2000-10-20,"['Comedy', 'Fantasy']",Comedy,Fantasy,unknown,"['gay', 'john wilkes booth character', 'holding hands', 'late for work', 'kissing in public']",gay,john wilkes booth character,holding hands,late for work,kissing in public,"['Twentieth Century Fox', 'New Regency Productions', 'KirchMedia']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000409/', 'name': 'Brendan Fraser'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000167/', 'name': 'Elizabeth Hurley'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0640323/', 'name': 'Frances O&apos;Connor'}]",Brendan Fraser,https://www.imdb.com/name/nm0000409/,Elizabeth Hurley,https://www.imdb.com/name/nm0000167/,Frances O&apos;Connor,https://www.imdb.com/name/nm0640323/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000601/', 'name': 'Harold Ramis'}]",Harold Ramis,https://www.imdb.com/name/nm0000601/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0000756/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0007127/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0017013/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0177228/', 'name': 'Peter Cook'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001545/', 'name': 'Dudley Moore'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0312205/', 'name': 'Larry Gelbart'}]",Peter Cook,https://www.imdb.com/name/nm0177228/,Dudley Moore,https://www.imdb.com/name/nm0001545/,Larry Gelbart,https://www.imdb.com/name/nm0312205/,93,1,3,48000000.0,USD,37886980.0,13106526.0,90383208.0
Malèna,109814,7.4,18A,2000-12-25,"['Drama', 'Romance', 'War']",Drama,Romance,War,"['coming of age', 'italy', 'teenage boy', 'poverty', 'woman on woman violence']",coming of age,italy,teenage boy,poverty,woman on woman violence,"['Medusa Film', 'Miramax', 'Pacific Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000899/', 'name': 'Monica Bellucci'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0837868/', 'name': 'Giuseppe Sulfaro'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0270119/', 'name': 'Luciano Federico'}]",Monica Bellucci,https://www.imdb.com/name/nm0000899/,Giuseppe Sulfaro,https://www.imdb.com/name/nm0837868/,Luciano Federico,https://www.imdb.com/name/nm0270119/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0868153/', 'name': 'Giuseppe Tornatore'}]",Giuseppe Tornatore,https://www.imdb.com/name/nm0868153/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0035890/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0022594/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0036656/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0868153/', 'name': 'Giuseppe Tornatore'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0898812/', 'name': 'Luciano Vincenzoni'}]",Giuseppe Tornatore,https://www.imdb.com/name/nm0868153/,Luciano Vincenzoni,https://www.imdb.com/name/nm0898812/,unknown,unknown,108,7,21,,unknown,3448233.0,62282.0,14493284.0
