Name,IMDB Ratings,IMDB Score,Content Rating,Date Released,Genres,Genre 1,Genre 2,Genre 3,Keywords,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Production Companies,Stars,Star 1,Star 1 url,Star 2,Star 2 url,Star 3,Star 3 url,Directors,Director 1,Director 1 url,Director 2,Director 2 url,Director 3,Director 3 url,Writers,Writer 1,Writer 1 url,Writer 2,Writer 2 url,Writer 3,Writer 3 url,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
The French Dispatch,144981,7.1,14A,2021-10-22,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,"['journalist', 'painter', 'bicycle', 'magazine', 'police']",journalist,painter,bicycle,magazine,police,"['American Empirical Pictures', 'Indian Paintbrush', 'Studio Babelsberg']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001125/', 'name': 'Benicio Del Toro'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004778/', 'name': 'Adrien Brody'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0842770/', 'name': 'Tilda Swinton'}]",Benicio Del Toro,https://www.imdb.com/name/nm0001125/,Adrien Brody,https://www.imdb.com/name/nm0004778/,Tilda Swinton,https://www.imdb.com/name/nm0842770/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0027572/', 'name': 'Wes Anderson'}]",Wes Anderson,https://www.imdb.com/name/nm0027572/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0108325/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0215519/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0053177/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0027572/', 'name': 'Wes Anderson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0178910/', 'name': 'Roman Coppola'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2450453/', 'name': 'Hugo Guinness'}]",Wes Anderson,https://www.imdb.com/name/nm0027572/,Roman Coppola,https://www.imdb.com/name/nm0178910/,Hugo Guinness,https://www.imdb.com/name/nm2450453/,107,25,122,25000000.0,USD,16124375.0,1348804.0,46333545.0
The Green Knight,112138,6.6,14A,2021-07-30,"['Adventure', 'Drama', 'Fantasy']",Adventure,Drama,Fantasy,"['medieval knight', 'sir gawain character', 'gay kiss', 'myth', 'middle ages']",medieval knight,sir gawain character,gay kiss,myth,middle ages,"['Sailor Bear', 'BRON Studios', 'A24']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2353862/', 'name': 'Dev Patel'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2539953/', 'name': 'Alicia Vikander'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0249291/', 'name': 'Joel Edgerton'}]",Dev Patel,https://www.imdb.com/name/nm2353862/,Alicia Vikander,https://www.imdb.com/name/nm2539953/,Joel Edgerton,https://www.imdb.com/name/nm0249291/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1108007/', 'name': 'David Lowery'}]",David Lowery,https://www.imdb.com/name/nm1108007/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0388074/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0309252/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0390816/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1108007/', 'name': 'David Lowery'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm13211290/', 'name': 'The Gawain Poet'}]",David Lowery,https://www.imdb.com/name/nm1108007/,The Gawain Poet,https://www.imdb.com/name/nm13211290/,unknown,unknown,130,22,121,15000000.0,USD,17173321.0,6790917.0,18887953.0
Pig,85823,6.9,14A,2021-07-16,"['Drama', 'Mystery']",Drama,Mystery,unknown,"['chef', 'human animal relationship', 'cabin in the woods', 'cooking', 'fight club']",chef,human animal relationship,cabin in the woods,cooking,fight club,"['AI-Film', 'Altitude Film', 'BlockBox Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000115/', 'name': 'Nicolas Cage'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1842974/', 'name': 'Alex Wolff'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0035060/', 'name': 'Adam Arkin'}]",Nicolas Cage,https://www.imdb.com/name/nm0000115/,Alex Wolff,https://www.imdb.com/name/nm1842974/,Adam Arkin,https://www.imdb.com/name/nm0035060/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3968825/', 'name': 'Michael Sarnoski'}]",Michael Sarnoski,https://www.imdb.com/name/nm3968825/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0465607/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0884741/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0857211/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm10324382/', 'name': 'Vanessa Block'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3968825/', 'name': 'Michael Sarnoski'}]",Vanessa Block,https://www.imdb.com/name/nm10324382/,Michael Sarnoski,https://www.imdb.com/name/nm3968825/,unknown,unknown,92,37,74,,unknown,3186668.0,970935.0,3889432.0
Black Widow,413992,6.7,PG,2021-07-09,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,"['superheroine', 'marvel cinematic universe', 'based on comic book', 'superhero', 'spy']",superheroine,marvel cinematic universe,based on comic book,superhero,spy,['Marvel Studios'],"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0424060/', 'name': 'Scarlett Johansson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6073955/', 'name': 'Florence Pugh'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1092086/', 'name': 'David Harbour'}]",Scarlett Johansson,https://www.imdb.com/name/nm0424060/,Florence Pugh,https://www.imdb.com/name/nm6073955/,David Harbour,https://www.imdb.com/name/nm1092086/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0795153/', 'name': 'Cate Shortland'}]",Cate Shortland,https://www.imdb.com/name/nm0795153/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0051941/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3069408/', 'name': 'Eric Pearson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2356614/', 'name': 'Jac Schaeffer'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0072600/', 'name': 'Ned Benson'}]",Eric Pearson,https://www.imdb.com/name/nm3069408/,Jac Schaeffer,https://www.imdb.com/name/nm2356614/,Ned Benson,https://www.imdb.com/name/nm0072600/,134,14,34,200000000.0,USD,183651655.0,80366312.0,379751655.0
The Tomorrow War,221958,6.6,PG-13,2021-07-02,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,"['time travel', 'soldier', 'alien invasion', 'alien', 'three word title']",time travel,soldier,alien invasion,alien,three word title,"['Skydance Media', 'Paramount Pictures', 'New Republic Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0695435/', 'name': 'Chris Pratt'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2088803/', 'name': 'Yvonne Strahovski'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0799777/', 'name': 'J.K. Simmons'}]",Chris Pratt,https://www.imdb.com/name/nm0695435/,Yvonne Strahovski,https://www.imdb.com/name/nm2088803/,J.K. Simmons,https://www.imdb.com/name/nm0799777/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0003021/', 'name': 'Chris McKay'}]",Chris McKay,https://www.imdb.com/name/nm0003021/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0152219/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0023400/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0644194/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3916149/', 'name': 'Zach Dean'}]",Zach Dean,https://www.imdb.com/name/nm3916149/,unknown,unknown,unknown,unknown,138,0,8,200000000.0,USD,,,14400000.0
Luca,184781,7.4,G,2021-06-18,"['Animation', 'Adventure', 'Comedy']",Animation,Adventure,Comedy,"['friendship', 'coming of age', 'shapeshifter', 'ocean', 'friendship between boys']",friendship,coming of age,shapeshifter,ocean,friendship between boys,"['Pixar Animation Studios', 'Walt Disney Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5016878/', 'name': 'Jacob Tremblay'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6244013/', 'name': 'Jack Dylan Grazer'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm11735922/', 'name': 'Emma Berman'}]",Jacob Tremblay,https://www.imdb.com/name/nm5016878/,Jack Dylan Grazer,https://www.imdb.com/name/nm6244013/,Emma Berman,https://www.imdb.com/name/nm11735922/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1154836/', 'name': 'Enrico Casarosa'}]",Enrico Casarosa,https://www.imdb.com/name/nm1154836/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0017902/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0008970/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1154836/', 'name': 'Enrico Casarosa'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5428959/', 'name': 'Jesse Andrews'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1776787/', 'name': 'Simon Stephenson'}]",Enrico Casarosa,https://www.imdb.com/name/nm1154836/,Jesse Andrews,https://www.imdb.com/name/nm5428959/,Simon Stephenson,https://www.imdb.com/name/nm1776787/,95,5,81,,unknown,,,49750471.0
Hitman's Wife's Bodyguard,104477,6.1,14A,2021-06-16,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,"['sequel', 'hitman', 'bodyguard', 'italy', 'interpol agent']",sequel,hitman,bodyguard,italy,interpol agent,"['Millennium Media', 'Summit Entertainment', 'Campbell Grobman Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005351/', 'name': 'Ryan Reynolds'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000168/', 'name': 'Samuel L. Jackson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000161/', 'name': 'Salma Hayek'}]",Ryan Reynolds,https://www.imdb.com/name/nm0005351/,Samuel L. Jackson,https://www.imdb.com/name/nm0000168/,Salma Hayek,https://www.imdb.com/name/nm0000161/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0400850/', 'name': 'Patrick Hughes'}]",Patrick Hughes,https://www.imdb.com/name/nm0400850/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0646497/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046206/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0360646/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4468296/', 'name': 'Tom O&apos;Connor'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5024076/', 'name': 'Phillip Murphy'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4364857/', 'name': 'Brandon Murphy'}]",Tom O&apos;Connor,https://www.imdb.com/name/nm4468296/,Phillip Murphy,https://www.imdb.com/name/nm5024076/,Brandon Murphy,https://www.imdb.com/name/nm4364857/,100,0,3,70000000.0,USD,38014727.0,11397820.0,70094113.0
Fear Street: Part One - 1994,91643,6.2,R,2021-07-02,"['Drama', 'Horror', 'Mystery']",Drama,Horror,Mystery,"['lesbian character', 'witch', 'year 1994', 'ex girlfriend ex girlfriend relationship', 'murder']",lesbian character,witch,year 1994,ex girlfriend ex girlfriend relationship,murder,"['Netflix', 'Chernin Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2854112/', 'name': 'Kiana Madeira'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm7326511/', 'name': 'Olivia Scott Welch'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4652001/', 'name': 'Benjamin Flores Jr.'}]",Kiana Madeira,https://www.imdb.com/name/nm2854112/,Olivia Scott Welch,https://www.imdb.com/name/nm7326511/,Benjamin Flores Jr.,https://www.imdb.com/name/nm4652001/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4074404/', 'name': 'Leigh Janiak'}]",Leigh Janiak,https://www.imdb.com/name/nm4074404/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0144901/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0286257/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0830419/', 'name': 'R.L. Stine'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3189831/', 'name': 'Kyle Killen'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5177682/', 'name': 'Phil Graziadei'}]",R.L. Stine,https://www.imdb.com/name/nm0830419/,Kyle Killen,https://www.imdb.com/name/nm3189831/,Phil Graziadei,https://www.imdb.com/name/nm5177682/,107,3,8,,unknown,,,
Cruella,256901,7.3,PG,2021-05-28,"['Adventure', 'Comedy', 'Crime']",Adventure,Comedy,Crime,"['female villain', 'murder', 'fashion', 'fashion designer', 'younger version of character']",female villain,murder,fashion,fashion designer,younger version of character,"['Walt Disney Pictures', 'Marc Platt Productions', 'Gunn Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1297015/', 'name': 'Emma Stone'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000668/', 'name': 'Emma Thompson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2181128/', 'name': 'Joel Fry'}]",Emma Stone,https://www.imdb.com/name/nm1297015/,Emma Thompson,https://www.imdb.com/name/nm0000668/,Joel Fry,https://www.imdb.com/name/nm2181128/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0318916/', 'name': 'Craig Gillespie'}]",Craig Gillespie,https://www.imdb.com/name/nm0318916/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0008970/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0093810/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0007784/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1401416/', 'name': 'Dana Fox'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1110111/', 'name': 'Tony McNamara'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0112459/', 'name': 'Aline Brosh McKenna'}]",Dana Fox,https://www.imdb.com/name/nm1401416/,Tony McNamara,https://www.imdb.com/name/nm1110111/,Aline Brosh McKenna,https://www.imdb.com/name/nm0112459/,134,29,42,100000000.0,USD,86103234.0,21496997.0,233503234.0
Army of the Dead,182885,5.8,R,2021-05-21,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,"['zombie', 'heist', 'apocalypse', 'zombie bride', 'zombie outbreak']",zombie,heist,apocalypse,zombie bride,zombie outbreak,['The Stone Quarry'],"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1176985/', 'name': 'Dave Bautista'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3480246/', 'name': 'Ella Purnell'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0478886/', 'name': 'Ana de la Reguera'}]",Dave Bautista,https://www.imdb.com/name/nm1176985/,Ella Purnell,https://www.imdb.com/name/nm3480246/,Ana de la Reguera,https://www.imdb.com/name/nm0478886/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0811583/', 'name': 'Zack Snyder'}]",Zack Snyder,https://www.imdb.com/name/nm0811583/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0728674/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0811583/', 'name': 'Zack Snyder'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm8748334/', 'name': 'Shay Hatten'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1703612/', 'name': 'Joby Harold'}]",Zack Snyder,https://www.imdb.com/name/nm0811583/,Shay Hatten,https://www.imdb.com/name/nm8748334/,Joby Harold,https://www.imdb.com/name/nm1703612/,148,1,4,70000000.0,USD,,,
F9: The Fast Saga,157352,5.2,PG,2021-06-25,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,"['fast and furious franchise', 'car', 'gunfight', 'shootout', 'gun battle']",fast and furious franchise,car,gunfight,shootout,gun battle,"['One Race Films', 'Roth/Kirschenbaum Films', 'Perfect Storm Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004874/', 'name': 'Vin Diesel'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0735442/', 'name': 'Michelle Rodriguez'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0108287/', 'name': 'Jordana Brewster'}]",Vin Diesel,https://www.imdb.com/name/nm0004874/,Michelle Rodriguez,https://www.imdb.com/name/nm0735442/,Jordana Brewster,https://www.imdb.com/name/nm0108287/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0510912/', 'name': 'Justin Lin'}]",Justin Lin,https://www.imdb.com/name/nm0510912/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0313548/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0747900/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0374900/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0143403/', 'name': 'Daniel Casey'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0510912/', 'name': 'Justin Lin'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2073574/', 'name': 'Alfredo Botello'}]",Daniel Casey,https://www.imdb.com/name/nm0143403/,Justin Lin,https://www.imdb.com/name/nm0510912/,Alfredo Botello,https://www.imdb.com/name/nm2073574/,143,2,13,200000000.0,USD,173005945.0,70043165.0,726229501.0
The Conjuring: The Devil Made Me Do It,134298,6.3,14A,2021-06-04,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,"['year 1981', 'the conjuring universe', 'totem', 'demonic possession', 'satanism']",year 1981,the conjuring universe,totem,demonic possession,satanism,"['New Line Cinema', 'Atomic Monster', 'The Safran Company']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0933940/', 'name': 'Patrick Wilson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0267812/', 'name': 'Vera Farmiga'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4754741/', 'name': 'Ruairi O&apos;Connor'}]",Patrick Wilson,https://www.imdb.com/name/nm0933940/,Vera Farmiga,https://www.imdb.com/name/nm0267812/,Ruairi O&apos;Connor,https://www.imdb.com/name/nm4754741/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1980431/', 'name': 'Michael Chaves'}]",Michael Chaves,https://www.imdb.com/name/nm1980431/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046718/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0504531/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0179825/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0424901/', 'name': 'David Leslie Johnson-McGoldrick'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1490123/', 'name': 'James Wan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0370937/', 'name': 'Chad Hayes'}]",David Leslie Johnson-McGoldrick,https://www.imdb.com/name/nm0424901/,James Wan,https://www.imdb.com/name/nm1490123/,Chad Hayes,https://www.imdb.com/name/nm0370937/,112,0,0,39000000.0,USD,65631050.0,24104332.0,206431050.0
The Woman in the Window,81187,5.7,R,2021-05-14,"['Crime', 'Drama', 'Mystery']",Crime,Drama,Mystery,"['knife violence', 'stabbing', 'knife', 'neighbor', 'suicide']",knife violence,stabbing,knife,neighbor,suicide,"['20th Century Studios', 'Fox 2000 Pictures', 'Scott Rudin Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0010736/', 'name': 'Amy Adams'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000198/', 'name': 'Gary Oldman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1107001/', 'name': 'Anthony Mackie'}]",Amy Adams,https://www.imdb.com/name/nm0010736/,Gary Oldman,https://www.imdb.com/name/nm0000198/,Anthony Mackie,https://www.imdb.com/name/nm1107001/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0942504/', 'name': 'Joe Wright'}]",Joe Wright,https://www.imdb.com/name/nm0942504/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0781821/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0017497/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0093765/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0504832/', 'name': 'Tracy Letts'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm8481224/', 'name': 'A.J. Finn'}]",Tracy Letts,https://www.imdb.com/name/nm0504832/,A.J. Finn,https://www.imdb.com/name/nm8481224/,unknown,unknown,100,0,8,40000000.0,USD,,,
Wrath of Man,199670,7.1,14A,2021-05-07,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,"['police', 'shootout', 'police officer', 'female security guard', 'female police officer killed']",police,shootout,police officer,female security guard,female police officer killed,"['Metro-Goldwyn-Mayer (MGM)', 'Miramax', 'CAA Media Finance']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005458/', 'name': 'Jason Statham'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0564697/', 'name': 'Holt McCallany'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001326/', 'name': 'Josh Hartnett'}]",Jason Statham,https://www.imdb.com/name/nm0005458/,Holt McCallany,https://www.imdb.com/name/nm0564697/,Josh Hartnett,https://www.imdb.com/name/nm0001326/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005363/', 'name': 'Guy Ritchie'}]",Guy Ritchie,https://www.imdb.com/name/nm0005363/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0007143/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0022594/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0719257/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0099398/', 'name': 'Nicolas Boukhrief'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0078704/', 'name': 'Éric Besnard'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005363/', 'name': 'Guy Ritchie'}]",Nicolas Boukhrief,https://www.imdb.com/name/nm0099398/,Éric Besnard,https://www.imdb.com/name/nm0078704/,Guy Ritchie,https://www.imdb.com/name/nm0005363/,119,0,1,40000000.0,USD,27466489.0,8309007.0,103966489.0
